ID,Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Jenjang Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income
14206,1966,Swasta,126104,Magister,Magister,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,1980,45,United-States,2,<=50K
14207,1991,Swasta,72338,Proffesor,Doktor,Menikah,Eksekutif Manager,Suami,3,Male,0,0,65,Japan,2,>50K
14208,1993,Swasta,231263,Sarjana,Sarjana,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Male,4650,0,45,United-States,0,<=50K
14209,1993,Swasta,207685,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Belum Menikah,2,Female,0,0,34,United-States,0,<=50K
14210,1992,Swasta,105938,SMA Grad,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,2,Female,0,1602,20,United-States,0,<=50K
14211,1982,Swasta,185602,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Istri,1,Female,0,0,40,United-States,0,>50K
14212,1980,Pemerintah negara,180609,SMA Grad,SMA Grad,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,40,United-States,3,<=50K
14213,1982,Swasta,186376,Sarjana,Sarjana,Menikah,Layanan Lainnya,Suami,3,Male,0,0,72,Philippines,3,>50K
14214,1996,Swasta,132686,SMA Grad,SMA Grad,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,United-States,3,>50K
14215,1990,Swasta,213226,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,Iran,0,>50K
14216,1966,Swasta,191069,SMA Grad,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,40,United-States,2,>50K
14217,2005,Swasta,294029,kelas 11,SMA_2,Belum-menikah,Sales,Punya Anak,5,Female,0,0,32,Nicaragua,0,<=50K
14218,1983,Swasta,96741,Asosiasi akademik,vokasi Grad_1,Cerai,Sales,Belum Menikah,1,Male,0,0,40,United-States,0,<=50K
14219,1984,Swasta,51151,Asosiasi vokasional,vokasi Grad_2,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,<=50K
14220,1995,Pemerintah negara,240738,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,>50K
14221,1997,Swasta,209891,Diploma,Kuliah,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,2,Male,0,0,50,United-States,0,<=50K
14222,1970,Swasta,174319,SMA Grad,SMA Grad,Cerai,Transportasi dan Pengangkutan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,1,<=50K
14223,1967,Pemerintah pusat,414994,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,3,>50K
14224,1961,,331527,SMA Grad,SMA Grad,Menikah,,Suami,1,Male,0,0,14,United-States,0,<=50K
14225,1986,Swasta,254439,kelas 10,SMA_1,Duda/Janda,Transportasi dan Pengangkutan,Belum Menikah,2,Male,114,0,40,United-States,3,<=50K
14226,1964,Swasta,207665,SMA Grad,SMA Grad,Menikah,Dukungan Teknis,Istri,1,Female,0,0,40,United-States,0,>50K
14227,1983,Pemerintah daerah,396467,Asosiasi akademik,vokasi Grad_1,Menikah,Eksekutif Manager,Suami,2,Male,0,0,50,United-States,1,>50K
14228,1988,Swasta,269722,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,55,United-States,3,>50K
14229,1974,Swasta,171225,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,3,Male,0,0,40,Philippines,1,>50K
14230,1981,Swasta,393354,Diploma,Kuliah,Menikah,Administratif dan Kantor,Istri,2,Female,0,0,38,United-States,2,>50K
14231,1964,Swasta,80574,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Belum Menikah,1,Female,0,0,38,United-States,3,<=50K
14232,2006,Swasta,282394,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,2,Female,0,0,21,United-States,0,<=50K
14233,1992,Swasta,70985,Asosiasi vokasional,vokasi Grad_2,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,0,<=50K
14234,1977,Pengusaha perorangan,162236,Sarjana,Sarjana,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
14235,1951,Swasta,199362,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,30,United-States,3,<=50K
14236,1996,,113635,kelas 11,SMA_2,Belum-menikah,,Tidak dalam Keluarga,1,Male,0,0,30,United-States,0,<=50K
14237,1991,Swasta,121904,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,28,United-States,0,<=50K
14238,1983,Swasta,183850,SMA Grad,SMA Grad,Cerai,Sales,Tidak dalam Keluarga,1,Male,0,0,50,United-States,2,<=50K
14239,1987,Pengusaha perorangan,177277,Diploma,Kuliah,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
14240,1997,Swasta,199903,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
14241,1994,Swasta,226665,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,2,Male,0,0,42,United-States,0,>50K
14242,1984,Swasta,315321,SMA Grad,SMA Grad,Cerai,Eksekutif Manager,Belum Menikah,1,Female,0,625,52,United-States,3,<=50K
14243,1991,Pemerintah pusat,319560,Asosiasi vokasional,vokasi Grad_2,Cerai,Pekerjaan Kerajinan,Belum Menikah,2,Female,0,0,40,United-States,3,>50K
14244,1967,Swasta,84888,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,50,United-States,1,<=50K
14245,1981,Swasta,174575,Diploma,Kuliah,Cerai,Spesialis Profesional,Belum Menikah,1,Male,0,0,45,United-States,1,<=50K
14246,2004,Swasta,209131,Diploma,Kuliah,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
14247,1985,Swasta,188391,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,7298,0,50,United-States,0,>50K
14248,2003,Swasta,136610,kelas 12,SMA_3,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,32,United-States,0,<=50K
14249,1988,Pemerintah daerah,223433,Asosiasi vokasional,vokasi Grad_2,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,53,United-States,2,>50K
14250,1994,Swasta,55291,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,3,>50K
14251,2006,Swasta,304169,kelas 11,SMA_2,Belum-menikah,Sales,Punya Anak,1,Male,0,0,35,United-States,0,<=50K
14252,1990,Pengusaha berbadan hukum,79586,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,5,Male,0,0,60,United-States,0,<=50K
14253,2001,Swasta,35633,Diploma,Kuliah,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
14254,1984,Swasta,29927,SMA Grad,SMA Grad,Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,45,England,3,<=50K
14255,2002,Swasta,246965,Diploma,Kuliah,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,12,United-States,0,<=50K
14256,1963,,124648,kelas 10,SMA_1,Cerai,,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
14257,1973,Swasta,134808,SMA Grad,SMA Grad,Rencana Cerai,Pengelola Kebersihan,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K
14258,1988,Pemerintah pusat,192150,SMA Grad,SMA Grad,Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K
14259,1998,Pengusaha berbadan hukum,66872,kelas 12,SMA_3,Menikah,Sales,Suami,5,Male,0,0,98,Dominican-Republic,3,<=50K
14260,1998,Swasta,139098,Magister,Magister,Menikah,Spesialis Profesional,Suami,1,Male,5013,0,40,United-States,1,<=50K
14261,1991,Swasta,156192,Magister,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,45,United-States,3,>50K
14262,2000,Swasta,258298,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Male,0,0,45,United-States,0,<=50K
14263,1998,Swasta,208122,Diploma,Kuliah,Cerai,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,45,United-States,0,<=50K
14264,1965,Pemerintah pusat,190541,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,>50K
14265,1988,Swasta,149833,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Istri,1,Female,0,0,40,United-States,3,<=50K
14266,1993,Swasta,451744,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0,<=50K
14267,1993,Pemerintah daerah,381153,Diploma,Kuliah,Menikah,Layanan Perlindungan,Suami,1,Male,15024,0,56,United-States,3,>50K
14268,1977,Swasta,190072,Diploma,Kuliah,Cerai,Sales,Belum Menikah,1,Male,0,0,50,United-States,3,<=50K
14269,1964,Swasta,27886,kelas 7-8,SMP_1,Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
14270,1993,Swasta,316672,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,Mexico,0,<=50K
14271,1959,Swasta,361721,Asosiasi vokasional,vokasi Grad_2,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,20,United-States,3,<=50K
14272,1993,Swasta,104509,Sarjana,Sarjana,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,65,United-States,0,>50K
14273,1965,Pemerintah negara,202682,SMA Grad,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,40,United-States,1,<=50K
14274,1974,Pengusaha perorangan,146603,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,3,>50K
14275,1974,Swasta,204518,kelas 7-8,SMP_1,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,2,<=50K
14276,2000,Swasta,222993,SMA Grad,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
14277,1987,Pengusaha berbadan hukum,291518,Sarjana,Sarjana,Menikah,Pekerjaan Kerajinan,Suami,1,Male,15024,0,55,United-States,2,>50K
14278,1989,Pengusaha perorangan,188540,kelas 9,SMP_2,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,50,United-States,2,<=50K
14279,1998,Pemerintah daerah,206721,Sarjana,Sarjana,Belum-menikah,Layanan Perlindungan,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
14280,1965,Pengusaha perorangan,188003,Sarjana,Sarjana,Duda/Janda,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,50,United-States,0,>50K
14281,1986,Pemerintah daerah,201410,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,2,>50K
14282,2003,Swasta,102766,Diploma,Kuliah,Cerai,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,40,United-States,1,<=50K
14283,1974,Swasta,128478,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,60,United-States,3,>50K
14284,1961,Swasta,50349,SMA Grad,SMA Grad,Duda/Janda,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,34,United-States,0,<=50K
14285,1975,Pengusaha berbadan hukum,246739,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,45,United-States,2,>50K
14286,1990,Swasta,176469,Sarjana,Sarjana,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,38,United-States,0,<=50K
14287,1980,Pengusaha perorangan,343190,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,1887,55,United-States,3,>50K
14288,2005,Swasta,501144,Diploma,Kuliah,Belum-menikah,Sales,Kerabat,2,Female,0,0,40,United-States,0,<=50K
14289,1964,Pengusaha perorangan,38622,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,2,<=50K
14290,1981,Swasta,153160,Diploma,Kuliah,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,40,United-States,1,<=50K
14291,1995,Swasta,200928,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,0,>50K
14292,1986,Pemerintah negara,110426,Doktor,Proffesor,Menikah,Spesialis Profesional,Istri,1,Female,7688,0,40,?,3,>50K
14293,1995,Swasta,122112,Sarjana,Sarjana,Menikah,Sales,Istri,1,Female,0,0,50,United-States,0,<=50K
14294,1997,Swasta,147951,SMA Grad,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Kerabat,1,Male,0,0,1,United-States,0,<=50K
14295,1991,Swasta,189843,kelas 7-8,SMP_1,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,3,<=50K
14296,1981,Pengusaha perorangan,34007,Sarjana,Sarjana,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,70,United-States,3,>50K
14297,1997,Swasta,660870,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,60,United-States,0,<=50K
14298,1999,Swasta,139730,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,80,United-States,3,>50K
14299,1964,Swasta,325971,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,7688,0,40,United-States,1,>50K
14300,1995,Swasta,123677,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Istri,3,Female,0,0,40,Laos,1,<=50K
14301,1986,Swasta,187346,SMA Grad,SMA Grad,Belum-menikah,Sales,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
14302,1991,Swasta,69311,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
14303,1994,,159589,Magister,Magister,Menikah,,Suami,1,Male,0,0,46,United-States,1,>50K
14304,2000,,203076,SMA Grad,SMA Grad,Menikah,,Suami,1,Male,0,0,40,United-States,3,<=50K
14305,1998,Swasta,60722,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Punya Anak,3,Female,0,0,40,United-States,0,<=50K
14306,1985,Pemerintah negara,114366,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,35,United-States,0,<=50K
14307,1988,Swasta,247558,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,5178,0,60,?,0,>50K
14308,2001,Swasta,111450,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Kerabat,2,Male,0,0,22,United-States,0,<=50K
14309,2003,Swasta,177420,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,5,Female,0,0,40,United-States,0,<=50K
14310,1987,Swasta,177858,Diploma,Kuliah,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Male,2174,0,40,United-States,0,<=50K
14311,1963,Pengusaha perorangan,96073,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,England,3,>50K
14312,2003,Swasta,117210,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Male,0,0,45,United-States,0,<=50K
14313,1977,Pemerintah daerah,198660,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,3,>50K
14314,2004,Swasta,196643,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,20,United-States,0,<=50K
14315,1995,Swasta,340534,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,44,United-States,0,<=50K
14316,1978,Swasta,219021,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,15024,0,44,United-States,0,>50K
14317,1984,Swasta,180032,Magister,Magister,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,1669,40,United-States,0,<=50K
14318,1982,Swasta,24364,Diploma,Kuliah,Menikah,Layanan Lainnya,Istri,2,Female,0,0,30,United-States,3,<=50K
14319,1959,Pengusaha perorangan,111483,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,2174,10,United-States,2,>50K
14320,2001,Swasta,32950,Diploma,Kuliah,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
14321,1955,,148694,SMA Grad,SMA Grad,Cerai,,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1,<=50K
14322,1992,Swasta,372317,kelas 9,SMP_2,Rencana Cerai,Layanan Lainnya,Belum Menikah,1,Female,0,0,23,Mexico,1,<=50K
14323,1964,Pengusaha perorangan,137733,Sarjana,Sarjana,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,50,United-States,2,<=50K
14324,1965,Swasta,87510,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,1,<=50K
14325,1987,Swasta,219546,Asosiasi vokasional,vokasi Grad_2,Menikah,Pekerjaan Kerajinan,Suami,1,Male,4386,0,44,United-States,3,>50K
14326,1963,Swasta,101265,kelas 12,SMA_3,Duda/Janda,Inspeksi dan Operasi Mesin,Belum Menikah,1,Female,0,0,40,Italy,2,<=50K
14327,1997,Swasta,199314,Sarjana,Sarjana,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,40,Poland,0,<=50K
14328,1996,Swasta,172891,SMA Grad,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,50,United-States,3,<=50K
14329,1982,Pemerintah pusat,108183,Magister,Magister,Menikah,Spesialis Profesional,Suami,3,Male,0,1902,40,South,2,>50K
14330,1969,Swasta,98746,Diploma,Kuliah,Menikah,Dukungan Teknis,Suami,1,Male,0,0,50,Canada,1,>50K
14331,1976,Swasta,99835,Asosiasi akademik,vokasi Grad_1,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,1,>50K
14332,1985,,157443,Magister,Magister,Menikah,,Istri,3,Female,3464,0,40,?,0,<=50K
14333,1968,Swasta,182273,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,1,<=50K
14334,1974,Swasta,237819,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,0,>50K
14335,1996,Swasta,134890,Sarjana,Sarjana,Belum-menikah,Eksekutif Manager,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
14336,1992,Swasta,154950,Proffesor,Doktor,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
14337,1984,Pemerintah daerah,188436,Diploma,Kuliah,Menikah,Layanan Perlindungan,Suami,1,Male,7298,0,40,United-States,3,>50K
14338,1973,Swasta,139347,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Istri,1,Female,7688,0,40,United-States,3,>50K
14339,1966,Swasta,183810,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,24,United-States,2,<=50K
14340,1976,Swasta,176140,kelas 11,SMA_2,Cerai,Layanan Lainnya,Belum Menikah,2,Female,0,0,40,United-States,1,<=50K
14341,1987,Swasta,174150,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,0,>50K
14342,1999,Swasta,193820,Magister,Magister,Belum-menikah,Spesialis Profesional,Punya Anak,1,Female,0,0,35,United-States,0,<=50K
14343,1992,Swasta,318647,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,48,United-States,3,>50K
14344,1993,Swasta,124420,kelas 11,SMA_2,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,<=50K
14345,1985,Swasta,30673,Diploma,Kuliah,Cerai,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,50,United-States,2,>50K
14346,1975,Swasta,265295,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
14347,1986,Swasta,153685,kelas 11,SMA_2,Cerai,Inspeksi dan Operasi Mesin,Belum Menikah,2,Female,0,0,52,United-States,3,<=50K
14348,2004,Swasta,373935,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,35,United-States,0,<=50K
14349,1984,Pengusaha perorangan,240698,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,60,United-States,1,<=50K
14350,1969,Pengusaha berbadan hukum,124137,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,0,40,United-States,1,>50K
14351,1998,Swasta,212304,kelas 7-8,SMP_1,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,1,Male,0,0,48,United-States,0,<=50K
14352,1999,,178960,kelas 11,SMA_2,Belum-menikah,,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K
14353,1959,Swasta,192133,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,2290,0,40,Greece,2,<=50K
14354,1983,Pemerintah negara,363591,Asosiasi vokasional,vokasi Grad_2,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,0,<=50K
14355,1966,Swasta,138285,Asosiasi akademik,vokasi Grad_1,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,1740,40,United-States,3,<=50K
14356,1987,Pemerintah pusat,22201,Sarjana,Sarjana,Menikah,Administratif dan Kantor,Suami,3,Male,7298,0,40,Philippines,0,>50K
14357,1983,Pemerintah daerah,168071,SMA Grad,SMA Grad,Cerai,Eksekutif Manager,Punya Anak,1,Male,0,0,45,United-States,2,<=50K
14358,1985,Pemerintah negara,141420,Diploma,Kuliah,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,40,United-States,2,<=50K
14359,1990,Swasta,142897,Magister,Magister,Menikah,Eksekutif Manager,Suami,3,Male,7298,0,35,Taiwan,1,>50K
14360,1974,Pengusaha perorangan,37913,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,Italy,2,>50K
14361,1994,Swasta,214063,Diploma,Kuliah,Belum-menikah,Pertanian dan Perikanan,Kerabat,2,Male,0,0,72,United-States,0,<=50K
14362,1977,Swasta,280798,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,2,>50K
14363,1984,Swasta,199599,kelas 10,SMA_1,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,0,>50K
14364,1973,Pemerintah daerah,349431,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,4386,0,40,United-States,2,>50K
14365,1994,Pemerintah negara,295612,SMA Grad,SMA Grad,Rencana Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,2,<=50K
14366,1992,Swasta,191777,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,2,Female,0,0,35,England,0,<=50K
14367,1998,Swasta,202091,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,40,United-States,3,<=50K
14368,2001,Swasta,115458,SMA Grad,SMA Grad,Belum-menikah,Transportasi dan Pengangkutan,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
14369,2004,Swasta,179423,Diploma,Kuliah,Belum-menikah,Transportasi dan Pengangkutan,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
14370,1979,Swasta,227791,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,1740,50,United-States,0,<=50K
14371,2005,Swasta,117595,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,24,United-States,0,<=50K
14372,1977,Swasta,379118,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Belum Menikah,2,Male,0,0,9,United-States,0,<=50K
14373,1995,Swasta,406662,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
14374,2001,Swasta,224424,Sarjana,Sarjana,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
14375,1976,Swasta,224870,SMA Grad,SMA Grad,Cerai,Inspeksi dan Operasi Mesin,Kerabat,5,Female,0,0,38,Ecuador,0,<=50K
14376,1990,Swasta,261418,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,United-States,1,<=50K
14377,2001,Pengusaha berbadan hukum,215395,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0,<=50K
14378,2002,Pemerintah pusat,216129,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Kerabat,1,Male,0,0,40,United-States,0,<=50K
14379,1936,Pengusaha perorangan,187097,Proffesor,Doktor,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,3,<=50K
14380,1982,Swasta,363591,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Belum Menikah,1,Male,0,0,40,United-States,0,<=50K
14381,2003,,177287,Diploma,Kuliah,Belum-menikah,,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
14382,1953,Swasta,162297,SMA Grad,SMA Grad,Duda/Janda,Sales,Belum Menikah,1,Female,0,0,20,United-States,1,<=50K
14383,1976,Swasta,186203,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,50,United-States,1,<=50K
14384,1981,Swasta,75742,Diploma,Kuliah,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,45,United-States,2,<=50K
14385,2004,Swasta,203263,kelas 12,SMA_3,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,35,United-States,0,<=50K
14386,1983,Pemerintah negara,36999,Magister,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,75,United-States,3,>50K
14387,1988,Swasta,343476,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,30,United-States,2,<=50K
14388,2001,Swasta,181820,Diploma,Kuliah,Belum-menikah,Pertanian dan Perikanan,Belum Menikah,1,Male,0,0,45,United-States,0,<=50K
14389,2001,Swasta,201682,Sarjana,Sarjana,Menikah,Administratif dan Kantor,Kerabat,1,Female,0,0,40,United-States,1,<=50K
14390,1970,Swasta,816750,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,2051,40,United-States,2,<=50K
14391,1998,Swasta,89389,Diploma,Kuliah,Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,40,United-States,2,<=50K
14392,1999,Swasta,356344,Sarjana,Sarjana,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
14393,1991,Swasta,340332,Sarjana,Sarjana,Rencana Cerai,Eksekutif Manager,Tidak dalam Keluarga,2,Female,0,0,45,United-States,0,<=50K
